,artist,track name,streams,date
36056,Lil Uzi Vert,20 Min,375954,2022-01-28
36057,Drake,Wants and Needs (feat. Lil Baby),371440,2022-01-28
36058,"Doja Cat, The Weeknd",You Right,371411,2022-01-28
36059,Rod Wave,By Your Side,364745,2022-01-28
36060,Jaymes Young,Infinity,364395,2022-01-28
36061,Vundabar,Alien Blues,363211,2022-01-28
36062,Surf Curse,Freaks,361648,2022-01-28
36063,The Weeknd,Out of Time,360414,2022-01-28
36064,The Weeknd,Is There Someone Else?,357834,2022-01-28
36065,Sleepy Hallow,2055,356768,2022-01-28
36066,Yung Lean,Ginseng Strip 2002,356056,2022-01-28
36067,Rex Orange County,KEEP IT UP,353504,2022-01-28
36068,NLE Choppa,Push It (feat. Young Thug),353479,2022-01-28
36069,Adele,Oh My God,353186,2022-01-28
36070,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,352505,2022-01-28
36071,The Weeknd,Blinding Lights,350970,2022-01-28
36072,Yot Club,YKWIM?,348772,2022-01-28
36073,Lil Nas X,MONTERO (Call Me By Your Name),347031,2022-01-28
36074,Beach House,Space Song,346629,2022-01-28
36075,Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",341186,2022-01-28
36076,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma, Encanto - Cast",All Of You,339251,2022-01-28
36077,"Jordan Davis, Luke Bryan",Buy Dirt,337454,2022-01-28
36078,Mac Miller,The Spins,334462,2022-01-28
36079,Charli XCX,Beg For You (feat. Rina Sawayama),334018,2022-01-28
36080,Latto,Big Energy,332431,2022-01-28
36081,Olivia Rodrigo,deja vu,331680,2022-01-28
36082,Doja Cat,Get Into It (Yuh),331631,2022-01-28
36083,Olivia Rodrigo,drivers license,330995,2022-01-28
36084,SZA,Good Days,326329,2022-01-28
36085,The Neighbourhood,Daddy Issues,324121,2022-01-28
36086,Juice WRLD,Lucid Dreams,323146,2022-01-28
36087,"Tyler, The Creator",NEW MAGIC WAND,322545,2022-01-28
36088,"Tyler, The Creator",See You Again (feat. Kali Uchis),320240,2022-01-28
36089,"Kid Cudi, MGMT, Ratatat",Pursuit Of Happiness (Nightmare),319756,2022-01-28
36090,BoyWithUke,Toxic,319615,2022-01-28
36091,Kid Cudi,Mr. Rager,319242,2022-01-28
36092,Polo G,Martin & Gina,318600,2022-01-28
36093,Juice WRLD,All Girls Are The Same,315203,2022-01-28
36094,"Benny The Butcher, J. Cole",Johnny P's Caddy,314631,2022-01-28
36095,"Eslabon Armado, DannyLux",Jugaste y Sufrí,309437,2022-01-28
36096,"Cochise, $NOT",Tell Em,309068,2022-01-28
36097,Bad Bunny,Yonaguni,309011,2022-01-28
36098,The Rare Occasions,Notion,307872,2022-01-28
36099,"Kendrick Lamar, Jay Rock",Money Trees,306218,2022-01-28
36100,The Weeknd,Die For You,300087,2022-01-28
36101,CKay,love nwantiti (ah ah ah),299488,2022-01-28
36102,Drake,Fair Trade (with Travis Scott),297987,2022-01-28
36103,J. Cole,Work Out,297204,2022-01-28
36104,Trippie Redd,Miss The Rage (feat. Playboi Carti),296829,2022-01-28
36105,The Killers,Mr. Brightside,296515,2022-01-28
36106,Lil Baby,Drip Too Hard (Lil Baby & Gunna),294485,2022-01-28
36107,Emmy Meli,I AM WOMAN,294270,2022-01-28
36108,"ACRAZE, Cherish",Do It To It,294026,2022-01-28
36109,Lil Tecca,Fallin,291439,2022-01-28
36110,Måneskin,Beggin',290842,2022-01-28
36111,Playboi Carti,Shoota (feat. Lil Uzi Vert),290829,2022-01-28
36112,Joji,SLOW DANCING IN THE DARK,287357,2022-01-28
36113,Yeat,Monëy so big,286203,2022-01-28
36114,Em Beihold,Numb Little Bug,284628,2022-01-28
36115,"Bad Bunny, Jhay Cortez",DÁKITI,284150,2022-01-28
36116,Kendrick Lamar,LOVE. FEAT. ZACARI.,283561,2022-01-28
36117,"Gunna, 21 Savage",thought i was playing,282890,2022-01-28
36118,Kanye West,Praise God,281839,2022-01-28
36119,Doja Cat,Streets,281360,2022-01-28
36120,"Coldplay, BTS",My Universe,278173,2022-01-28
36121,Kodak Black,Love & War,277354,2022-01-28
36122,Polo G,Bad Man (Smooth Criminal),277194,2022-01-28
36123,NLE Choppa,Jumpin (feat. Polo G),276230,2022-01-28
36124,JID,Surround Sound (feat. 21 Savage & Baby Tate),275575,2022-01-28
36125,Doja Cat,Ain't Shit,275348,2022-01-28
36126,Juice WRLD,Already Dead,274230,2022-01-28
36127,Nardo Wick,Me or Sum (feat. Future & Lil Baby),273430,2022-01-28
36128,"Labrinth, Zendaya",All For Us - from the HBO Original Series Euphoria,271660,2022-01-28
36129,Joy Again,Looking Out for You,270250,2022-01-28
36130,Lil Uzi Vert,XO Tour Llif3,268838,2022-01-28
36131,XXXTENTACION,Jocelyn Flores,268414,2022-01-28
36132,Post Malone,Circles,268345,2022-01-28
36133,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),267887,2022-01-28
36134,Childish Gambino,Redbone,267506,2022-01-28
36135,Chief Keef,Love Sosa,267310,2022-01-28
36136,Ruth B.,Dandelions,267181,2022-01-28
36137,A Boogie Wit da Hoodie,Man in the Mirror,266378,2022-01-28
36138,Lana Del Rey,Watercolor Eyes - From “Euphoria” An HBO Original Series,266131,2022-01-28
36139,Lil Peep,Star Shopping,265426,2022-01-28
36140,Carlos Vives,"Colombia, Mi Encanto",264840,2022-01-28
36141,Walker Hayes,Fancy Like,263349,2022-01-28
36142,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),263210,2022-01-28
36143,Fleetwood Mac,Dreams - 2004 Remaster,262702,2022-01-28
36144,Kanye West,Heartless,261999,2022-01-28
36145,girl in red,we fell in love in october,261398,2022-01-28
36146,Morgan Wallen,Whiskey Glasses,261091,2022-01-28
36147,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),260583,2022-01-28
36148,Juice WRLD,Robbery,260125,2022-01-28
36149,Conan Gray,Heather,259971,2022-01-28
36150,The Weeknd,Save Your Tears,259935,2022-01-28
36151,Machine Gun Kelly,my ex's best friend (with blackbear),259300,2022-01-28
36152,Kali Uchis,telepatía,259041,2022-01-28
36153,Olivia Rodrigo,favorite crime,258000,2022-01-28
36154,The Weeknd,Gasoline,257700,2022-01-28
36155,The Weeknd,The Hills,256794,2022-01-28
36156,Morgan Wallen,Wasted On You,256218,2022-01-28
36157,Juice WRLD,Come & Go (with Marshmello),255996,2022-01-28
36158,Giveon,For Tonight,255995,2022-01-28
36159,Travis Scott,goosebumps,252698,2022-01-28
36160,Eminem,The Real Slim Shady,252496,2022-01-28
36161,BØRNS,Electric Love,251564,2022-01-28
36162,Lauv,26,251470,2022-01-28
36163,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,250915,2022-01-28
36164,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",250789,2022-01-28
36165,Morgan Wallen,Sand In My Boots,249293,2022-01-28
36166,"Lil Baby, Drake",Yes Indeed,249289,2022-01-28
36167,J. Cole,She Knows (feat. Amber Coffman & Cults),249200,2022-01-28
36168,J. Cole,MIDDLE CHILD,247492,2022-01-28
36169,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),247452,2022-01-28
36170,XXXTENTACION,Fuck Love (feat. Trippie Redd),247403,2022-01-28
36171,Rod Wave,Cold December,247346,2022-01-28
36172,Kendrick Lamar,HUMBLE.,247199,2022-01-28
36173,TV Girl,Not Allowed,247060,2022-01-28
36174,Edison Lighthouse,Love Grows (Where My Rosemary Goes),246250,2022-01-28
36175,Giveon,Heartbreak Anniversary,245946,2022-01-28
36176,Juice WRLD,Wishing Well,245458,2022-01-28
36177,Mitski,Washing Machine Heart,245071,2022-01-28
36178,Kanye West,Bound 2,245043,2022-01-28
36179,Nirvana,Smells Like Teen Spirit - Remastered,244570,2022-01-28
36180,The Backseat Lovers,Kilby Girl,244149,2022-01-28
36181,Mason Ramsey,Before I Knew It,243345,2022-01-28
36182,Young Dolph,1 Scale (feat. G Herbo),242595,2022-01-28
36183,24kGoldn,Mood (feat. iann dior),242570,2022-01-28
36184,Gerry Rafferty,Right Down the Line,241939,2022-01-28
36185,Chelsea Cutler,the lifeboat's empty!,241924,2022-01-28
36186,SiM,The Rumbling (TV Size),241867,2022-01-28
36187,"YoungBoy Never Broke Again, Internet Money",Flossin (Bonus),241617,2022-01-28
36188,MKTO,Classic,241077,2022-01-28
36189,Eminem,Without Me,240806,2022-01-28
36190,Harry Styles,Watermelon Sugar,240772,2022-01-28
36191,Gesaffelstein,Lost in the Fire (feat. The Weeknd),239636,2022-01-28
36192,The Weeknd,Less Than Zero,239545,2022-01-28
36193,Cage The Elephant,Cigarette Daydreams,239402,2022-01-28
36194,Offset,Ric Flair Drip (with Metro Boomin),238497,2022-01-28
36195,Pooh Shiesty,Back In Blood (feat. Lil Durk),238125,2022-01-28
36196,"Kanye West, Dwele",Flashing Lights,238106,2022-01-28
36197,"Eminem, Nate Dogg",'Till I Collapse,237432,2022-01-28
36198,Don Toliver,No Idea,237290,2022-01-28
36199,Neon Trees,Everybody Talks,236151,2022-01-28
36200,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",We Don't Talk About Bruno,1426442,2022-01-29
36201,"Gunna, Future",pushin P (feat. Young Thug),1121267,2022-01-29
36202,Kodak Black,Super Gremlin,1005361,2022-01-29
36203,Jessica Darrow,"Surface Pressure - From ""Encanto""/Soundtrack Version",960724,2022-01-29
36204,Glass Animals,Heat Waves,942361,2022-01-29
36205,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),874965,2022-01-29
36206,The Kid LAROI,STAY (with Justin Bieber),801174,2022-01-29
36207,GAYLE,abcdefu,714742,2022-01-29
36208,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,649812,2022-01-29
36209,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",The Family Madrigal,645601,2022-01-29
36210,The Walters,I Love You So,636615,2022-01-29
36211,Doja Cat,Need to Know,623233,2022-01-29
36212,"Elton John, Dua Lipa",Cold Heart - PNAU Remix,610429,2022-01-29
36213,Adele,Easy On Me,599827,2022-01-29
36214,Drake,Knife Talk (with 21 Savage ft. Project Pat),592532,2022-01-29
36215,"Diane Guerrero, Stephanie Beatriz",What Else Can I Do?,580308,2022-01-29
36216,Olivia Rodrigo,good 4 u,541395,2022-01-29
36217,Doja Cat,Woman,537974,2022-01-29
36218,Frank Ocean,Lost,536637,2022-01-29
36219,Doja Cat,Kiss Me More (feat. SZA),529573,2022-01-29
36220,Lauren Spencer-Smith,Fingers Crossed,512656,2022-01-29
36221,SZA,I Hate U,511349,2022-01-29
36222,Ed Sheeran,Shivers,494127,2022-01-29
36223,Steve Lacy,Dark Red,491030,2022-01-29
36224,Baby Keem,family ties (with Kendrick Lamar),482572,2022-01-29
36225,"Benny The Butcher, J. Cole",Johnny P's Caddy,477058,2022-01-29
36226,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),473045,2022-01-29
36227,Stephanie Beatriz,Waiting On A Miracle,459687,2022-01-29
36228,Lil Durk,Broadway Girls (feat. Morgan Wallen),458013,2022-01-29
36229,The Neighbourhood,Sweater Weather,441462,2022-01-29
36230,Charlie Puth,Light Switch,441258,2022-01-29
36231,Lil Nas X,THATS WHAT I WANT,429799,2022-01-29
36232,The Weeknd,Sacrifice,426591,2022-01-29
36233,Sebastian Yatra,Dos Oruguitas,424957,2022-01-29
36234,Justin Bieber,Ghost,424402,2022-01-29
36235,Playboi Carti,Sky,410269,2022-01-29
36236,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,408297,2022-01-29
36237,"Bruno Mars, Anderson .Paak, Silk Sonic",Smokin Out The Window,406607,2022-01-29
36238,Gunna,P power (feat. Drake),405818,2022-01-29
36239,Polo G,RAPSTAR,404324,2022-01-29
36240,The Chainsmokers,High,400019,2022-01-29
36241,Post Malone,One Right Now (with The Weeknd),392889,2022-01-29
36242,Drake,Way 2 Sexy (with Future & Young Thug),391909,2022-01-29
36243,Farruko,Pepas,383624,2022-01-29
36244,J. Cole,No Role Modelz,382398,2022-01-29
36245,Vundabar,Alien Blues,381027,2022-01-29
36246,Arctic Monkeys,505,379905,2022-01-29
36247,XXXTENTACION,vice city,378093,2022-01-29
36248,"The Game, Kanye West",Eazy,372897,2022-01-29
36249,Ed Sheeran,Bad Habits,371640,2022-01-29
36250,Dua Lipa,Levitating (feat. DaBaby),365176,2022-01-29
36251,Muni Long,Hrs and Hrs,360481,2022-01-29
36252,Billie Eilish,Happier Than Ever,358634,2022-01-29
36253,Olivia Rodrigo,traitor,357787,2022-01-29
36254,Sleepy Hallow,2055,357182,2022-01-29
36255,Yung Lean,Ginseng Strip 2002,354330,2022-01-29
36256,Jaymes Young,Infinity,349163,2022-01-29
36257,The Neighbourhood,Softcore,343724,2022-01-29
36258,"Doja Cat, The Weeknd",You Right,343476,2022-01-29
36259,Lil Uzi Vert,20 Min,338107,2022-01-29
36260,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,337561,2022-01-29
36261,Em Beihold,Numb Little Bug,337328,2022-01-29
36262,Drake,Wants and Needs (feat. Lil Baby),337326,2022-01-29
36263,Lil Nas X,MONTERO (Call Me By Your Name),335875,2022-01-29
36264,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma, Encanto - Cast",All Of You,335239,2022-01-29
36265,The Weeknd,Blinding Lights,334722,2022-01-29
36266,Surf Curse,Freaks,333627,2022-01-29
36267,Latto,Big Energy,330935,2022-01-29
36268,Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",330270,2022-01-29
36269,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),328153,2022-01-29
36270,Doja Cat,Get Into It (Yuh),327309,2022-01-29
36271,The Weeknd,Out of Time,327015,2022-01-29
36272,Nigo,Arya (feat. A$AP Rocky),322019,2022-01-29
36273,Adele,Oh My God,319967,2022-01-29
36274,BoyWithUke,Toxic,319936,2022-01-29
36275,Rod Wave,By Your Side,318739,2022-01-29
36276,The Weeknd,Is There Someone Else?,317498,2022-01-29
36277,Yot Club,YKWIM?,314175,2022-01-29
36278,Juice WRLD,Lucid Dreams,311994,2022-01-29
36279,Mac Miller,The Spins,311114,2022-01-29
36280,Beach House,Space Song,308128,2022-01-29
36281,Olivia Rodrigo,drivers license,305773,2022-01-29
36282,The Rare Occasions,Notion,305586,2022-01-29
36283,Juice WRLD,All Girls Are The Same,304620,2022-01-29
36284,Olivia Rodrigo,deja vu,303477,2022-01-29
36285,Gucci Mane,Rumors (feat. Lil Durk),302930,2022-01-29
36286,"Jordan Davis, Luke Bryan",Buy Dirt,302539,2022-01-29
36287,"ACRAZE, Cherish",Do It To It,300662,2022-01-29
36288,"Cochise, $NOT",Tell Em,298700,2022-01-29
36289,CKay,love nwantiti (ah ah ah),298520,2022-01-29
36290,Bad Bunny,Yonaguni,294018,2022-01-29
36291,"Kid Cudi, MGMT, Ratatat",Pursuit Of Happiness (Nightmare),291997,2022-01-29
36292,Polo G,Martin & Gina,291505,2022-01-29
36293,"Eslabon Armado, DannyLux",Jugaste y Sufrí,289094,2022-01-29
36294,SZA,Good Days,285028,2022-01-29
36295,NLE Choppa,Push It (feat. Young Thug),281940,2022-01-29
36296,Trippie Redd,Miss The Rage (feat. Playboi Carti),279981,2022-01-29
36297,"Tyler, The Creator",NEW MAGIC WAND,278600,2022-01-29
36298,Kid Cudi,Mr. Rager,278553,2022-01-29
36299,The Neighbourhood,Daddy Issues,277912,2022-01-29
36300,"Tyler, The Creator",See You Again (feat. Kali Uchis),277727,2022-01-29
36301,Lil Baby,Drip Too Hard (Lil Baby & Gunna),275771,2022-01-29
36302,Måneskin,Beggin',275380,2022-01-29
36303,The Killers,Mr. Brightside,272973,2022-01-29
36304,Drake,Fair Trade (with Travis Scott),269411,2022-01-29
36305,Carlos Vives,"Colombia, Mi Encanto",268396,2022-01-29
36306,"Bad Bunny, Jhay Cortez",DÁKITI,268161,2022-01-29
36307,"Kendrick Lamar, Jay Rock",Money Trees,267611,2022-01-29
36308,J. Cole,Work Out,265481,2022-01-29
36309,"Coldplay, BTS",My Universe,264871,2022-01-29
36310,Emmy Meli,I AM WOMAN,263982,2022-01-29
36311,Kodak Black,Love & War,259387,2022-01-29
36312,Juice WRLD,Already Dead,259170,2022-01-29
36313,Doja Cat,Streets,258555,2022-01-29
36314,Playboi Carti,Shoota (feat. Lil Uzi Vert),257371,2022-01-29
36315,Walker Hayes,Fancy Like,255286,2022-01-29
36316,Doja Cat,Ain't Shit,254776,2022-01-29
36317,Fleetwood Mac,Dreams - 2004 Remaster,254673,2022-01-29
36318,Joji,SLOW DANCING IN THE DARK,254008,2022-01-29
36319,The Weeknd,Die For You,252629,2022-01-29
36320,Polo G,Bad Man (Smooth Criminal),252509,2022-01-29
36321,Kanye West,Praise God,252103,2022-01-29
36322,XXXTENTACION,Jocelyn Flores,250418,2022-01-29
36323,Morgan Wallen,Whiskey Glasses,250389,2022-01-29
36324,"Gunna, 21 Savage",thought i was playing,249413,2022-01-29
36325,Nardo Wick,Me or Sum (feat. Future & Lil Baby),249275,2022-01-29
36326,Juice WRLD,Robbery,248299,2022-01-29
36327,Post Malone,Circles,246816,2022-01-29
36328,Juice WRLD,Come & Go (with Marshmello),246572,2022-01-29
36329,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),245889,2022-01-29
36330,Joy Again,Looking Out for You,245589,2022-01-29
36331,Lil Uzi Vert,XO Tour Llif3,245188,2022-01-29
36332,Kendrick Lamar,LOVE. FEAT. ZACARI.,243083,2022-01-29
36333,Ruth B.,Dandelions,242961,2022-01-29
36334,Rex Orange County,KEEP IT UP,242630,2022-01-29
36335,Chief Keef,Love Sosa,241373,2022-01-29
36336,"Labrinth, Zendaya",All For Us - from the HBO Original Series Euphoria,240307,2022-01-29
36337,Morgan Wallen,Wasted On You,240121,2022-01-29
36338,JID,Surround Sound (feat. 21 Savage & Baby Tate),240013,2022-01-29
36339,Childish Gambino,Redbone,239984,2022-01-29
36340,Yeat,Monëy so big,239455,2022-01-29
36341,Travis Scott,goosebumps,239343,2022-01-29
36342,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),239021,2022-01-29
36343,Kali Uchis,telepatía,238532,2022-01-29
36344,Mason Ramsey,Before I Knew It,238375,2022-01-29
36345,24kGoldn,Mood (feat. iann dior),237862,2022-01-29
36346,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,237751,2022-01-29
36347,The Weeknd,Save Your Tears,237160,2022-01-29
36348,NLE Choppa,Jumpin (feat. Polo G),236884,2022-01-29
36349,Juice WRLD,Wishing Well,236607,2022-01-29
36350,Sueco,Loser,236336,2022-01-29
36351,Mother Mother,Hayloft II,236331,2022-01-29
36352,Morgan Wallen,Sand In My Boots,235367,2022-01-29
36353,The Weeknd,The Hills,234857,2022-01-29
36354,Machine Gun Kelly,my ex's best friend (with blackbear),234646,2022-01-29
36355,girl in red,we fell in love in october,233248,2022-01-29
36356,The Weeknd,Gasoline,233108,2022-01-29
36357,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),232872,2022-01-29
36358,Eminem,The Real Slim Shady,232835,2022-01-29
36359,Lil Tecca,Fallin,232763,2022-01-29
36360,Conan Gray,Heather,232636,2022-01-29
36361,Kanye West,Heartless,232476,2022-01-29
36362,A Boogie Wit da Hoodie,Man in the Mirror,231484,2022-01-29
36363,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),231140,2022-01-29
36364,Edison Lighthouse,Love Grows (Where My Rosemary Goes),228519,2022-01-29
36365,BØRNS,Electric Love,228427,2022-01-29
36366,Lil Peep,Star Shopping,228346,2022-01-29
36367,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",228125,2022-01-29
36368,Giveon,For Tonight,227267,2022-01-29
36369,Olivia Rodrigo,favorite crime,225888,2022-01-29
36370,XXXTENTACION,Fuck Love (feat. Trippie Redd),225436,2022-01-29
36371,Kendrick Lamar,HUMBLE.,225070,2022-01-29
36372,J. Cole,She Knows (feat. Amber Coffman & Cults),224731,2022-01-29
36373,MKTO,Classic,224427,2022-01-29
36374,"Tiësto, Ava Max",The Motto,224243,2022-01-29
36375,"Jnr Choi, Sam Tompkins",TO THE MOON,224238,2022-01-29
36376,Harry Styles,Watermelon Sugar,223283,2022-01-29
36377,Lil Tecca,LOT OF ME,223268,2022-01-29
36378,"Lil Baby, Drake",Yes Indeed,223111,2022-01-29
36379,Gerry Rafferty,Right Down the Line,222772,2022-01-29
36380,Chris Stapleton,Tennessee Whiskey,221731,2022-01-29
36381,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",221684,2022-01-29
36382,Don Toliver,No Idea,221027,2022-01-29
36383,Mitski,Washing Machine Heart,220901,2022-01-29
36384,Giveon,Heartbreak Anniversary,220032,2022-01-29
36385,J. Cole,MIDDLE CHILD,220032,2022-01-29
36386,Nirvana,Smells Like Teen Spirit - Remastered,219177,2022-01-29
36387,Young Dolph,1 Scale (feat. G Herbo),218129,2022-01-29
36388,"Nelly Furtado, Timbaland",Promiscuous,217858,2022-01-29
36389,XXXTENTACION,Everybody Dies In Their Nightmares,217693,2022-01-29
36390,"Rauw Alejandro, Chencho Corleone",Desesperados,217529,2022-01-29
36391,Pooh Shiesty,Back In Blood (feat. Lil Durk),217458,2022-01-29
36392,Offset,Ric Flair Drip (with Metro Boomin),217273,2022-01-29
36393,Drake,Girls Want Girls (with Lil Baby),217266,2022-01-29
36394,Rod Wave,Cold December,216998,2022-01-29
36395,The Weeknd,Less Than Zero,216684,2022-01-29
36396,Eminem,Without Me,216579,2022-01-29
36397,"Aventura, Bad Bunny",Volví,216241,2022-01-29
36398,Neon Trees,Everybody Talks,216187,2022-01-29
36399,Eyedress,Jealous,216156,2022-01-29
36400,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",We Don't Talk About Bruno,1313744,2022-01-30
36401,"Gunna, Future",pushin P (feat. Young Thug),986425,2022-01-30
36402,Kodak Black,Super Gremlin,896057,2022-01-30
36403,Jessica Darrow,"Surface Pressure - From ""Encanto""/Soundtrack Version",876436,2022-01-30
36404,Glass Animals,Heat Waves,862713,2022-01-30
36405,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),789241,2022-01-30
36406,The Kid LAROI,STAY (with Justin Bieber),722815,2022-01-30
36407,GAYLE,abcdefu,644861,2022-01-30
36408,The Walters,I Love You So,614708,2022-01-30
36409,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,601691,2022-01-30
36410,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",The Family Madrigal,589417,2022-01-30
36411,Doja Cat,Need to Know,576724,2022-01-30
36412,Adele,Easy On Me,539375,2022-01-30
36413,"Elton John, Dua Lipa",Cold Heart - PNAU Remix,536836,2022-01-30
36414,"Diane Guerrero, Stephanie Beatriz",What Else Can I Do?,530474,2022-01-30
36415,Drake,Knife Talk (with 21 Savage ft. Project Pat),526564,2022-01-30
36416,Frank Ocean,Lost,506094,2022-01-30
36417,Olivia Rodrigo,good 4 u,503589,2022-01-30
36418,Doja Cat,Woman,498671,2022-01-30
36419,Doja Cat,Kiss Me More (feat. SZA),490976,2022-01-30
36420,Steve Lacy,Dark Red,485044,2022-01-30
36421,SZA,I Hate U,484621,2022-01-30
36422,Lauren Spencer-Smith,Fingers Crossed,475442,2022-01-30
36423,The Neighbourhood,Sweater Weather,437584,2022-01-30
36424,Ed Sheeran,Shivers,432631,2022-01-30
36425,Baby Keem,family ties (with Kendrick Lamar),431255,2022-01-30
36426,Stephanie Beatriz,Waiting On A Miracle,425650,2022-01-30
36427,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),418620,2022-01-30
36428,Lil Nas X,THATS WHAT I WANT,408466,2022-01-30
36429,Charlie Puth,Light Switch,405483,2022-01-30
36430,Lil Durk,Broadway Girls (feat. Morgan Wallen),400122,2022-01-30
36431,Vundabar,Alien Blues,390389,2022-01-30
36432,Sebastian Yatra,Dos Oruguitas,387204,2022-01-30
36433,Justin Bieber,Ghost,386824,2022-01-30
36434,Arctic Monkeys,505,382986,2022-01-30
36435,Playboi Carti,Sky,382738,2022-01-30
36436,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,377049,2022-01-30
36437,The Weeknd,Sacrifice,376796,2022-01-30
36438,"Bruno Mars, Anderson .Paak, Silk Sonic",Smokin Out The Window,373956,2022-01-30
36439,Polo G,RAPSTAR,368610,2022-01-30
36440,Gunna,P power (feat. Drake),367126,2022-01-30
36441,Yung Lean,Ginseng Strip 2002,359262,2022-01-30
36442,J. Cole,No Role Modelz,353917,2022-01-30
36443,Drake,Way 2 Sexy (with Future & Young Thug),350187,2022-01-30
36444,Post Malone,One Right Now (with The Weeknd),350035,2022-01-30
36445,Farruko,Pepas,346612,2022-01-30
36446,Olivia Rodrigo,traitor,346410,2022-01-30
36447,Billie Eilish,Happier Than Ever,342773,2022-01-30
36448,The Neighbourhood,Softcore,338832,2022-01-30
36449,Muni Long,Hrs and Hrs,337980,2022-01-30
36450,Ed Sheeran,Bad Habits,334773,2022-01-30
36451,Sleepy Hallow,2055,331917,2022-01-30
36452,Surf Curse,Freaks,327353,2022-01-30
36453,"Doja Cat, The Weeknd",You Right,326572,2022-01-30
36454,Jaymes Young,Infinity,320680,2022-01-30
36455,The Rare Occasions,Notion,318007,2022-01-30
36456,Lil Uzi Vert,20 Min,316011,2022-01-30
36457,Dua Lipa,Levitating (feat. DaBaby),315500,2022-01-30
36458,Lil Nas X,MONTERO (Call Me By Your Name),312902,2022-01-30
36459,"Benny The Butcher, J. Cole",Johnny P's Caddy,312558,2022-01-30
36460,Yot Club,YKWIM?,312532,2022-01-30
36461,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),310042,2022-01-30
36462,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,310003,2022-01-30
36463,The Chainsmokers,High,308328,2022-01-30
36464,Beach House,Space Song,307516,2022-01-30
36465,Doja Cat,Get Into It (Yuh),305293,2022-01-30
36466,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma, Encanto - Cast",All Of You,304462,2022-01-30
36467,BoyWithUke,Toxic,301561,2022-01-30
36468,The Weeknd,Blinding Lights,299648,2022-01-30
36469,Drake,Wants and Needs (feat. Lil Baby),299477,2022-01-30
36470,XXXTENTACION,vice city,299002,2022-01-30
36471,Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",297313,2022-01-30
36472,The Weeknd,Out of Time,296030,2022-01-30
36473,Em Beihold,Numb Little Bug,294102,2022-01-30
36474,The Weeknd,Is There Someone Else?,293516,2022-01-30
36475,Juice WRLD,Lucid Dreams,291330,2022-01-30
36476,Olivia Rodrigo,drivers license,290999,2022-01-30
36477,Olivia Rodrigo,deja vu,289798,2022-01-30
36478,Latto,Big Energy,289534,2022-01-30
36479,Mac Miller,The Spins,289013,2022-01-30
36480,Adele,Oh My God,288434,2022-01-30
36481,Rod Wave,By Your Side,285551,2022-01-30
36482,Juice WRLD,All Girls Are The Same,284438,2022-01-30
36483,"Cochise, $NOT",Tell Em,283357,2022-01-30
36484,The Neighbourhood,Daddy Issues,280987,2022-01-30
36485,SZA,Good Days,276235,2022-01-30
36486,"Kid Cudi, MGMT, Ratatat",Pursuit Of Happiness (Nightmare),275007,2022-01-30
