,artist,track name,streams,date
0,The Kid LAROI,STAY (with Justin Bieber),1839147,2021-08-01
1,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1731884,2021-08-01
2,Billie Eilish,Happier Than Ever,1341557,2021-08-01
3,Olivia Rodrigo,good 4 u,1283375,2021-08-01
4,Doja Cat,Kiss Me More (feat. SZA),1017309,2021-08-01
5,Doja Cat,Ain't Shit,829353,2021-08-01
6,Lil Nas X,MONTERO (Call Me By Your Name),812001,2021-08-01
7,Doja Cat,Need to Know,807979,2021-08-01
8,Måneskin,Beggin',804198,2021-08-01
9,Glass Animals,Heat Waves,798931,2021-08-01
10,Ed Sheeran,Bad Habits,782726,2021-08-01
11,Dua Lipa,Levitating (feat. DaBaby),776900,2021-08-01
12,Polo G,RAPSTAR,735955,2021-08-01
13,Olivia Rodrigo,traitor,713711,2021-08-01
14,Drake,Wants and Needs (feat. Lil Baby),703861,2021-08-01
15,Sleepy Hallow,2055,697558,2021-08-01
16,Olivia Rodrigo,deja vu,684584,2021-08-01
17,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,670292,2021-08-01
18,Billie Eilish,NDA,574476,2021-08-01
19,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),574107,2021-08-01
20,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,564015,2021-08-01
21,Megan Thee Stallion,Thot Shit,558658,2021-08-01
22,Billie Eilish,Oxytocin,545783,2021-08-01
23,Post Malone,Motley Crew,544090,2021-08-01
24,Billie Eilish,Getting Older,542314,2021-08-01
25,Billie Eilish,Billie Bossa Nova,530614,2021-08-01
26,Walker Hayes,Fancy Like,512171,2021-08-01
27,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),509161,2021-08-01
28,Billie Eilish,I Didn't Change My Number,504736,2021-08-01
29,Bad Bunny,Yonaguni,497132,2021-08-01
30,Olivia Rodrigo,favorite crime,489852,2021-08-01
31,Billie Eilish,Lost Cause,482293,2021-08-01
32,Olivia Rodrigo,drivers license,479032,2021-08-01
33,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),476988,2021-08-01
34,Smiley,Over The Top (feat. Drake),475984,2021-08-01
35,"Doja Cat, The Weeknd",You Right,470351,2021-08-01
36,Rauw Alejandro,Todo De Ti,461072,2021-08-01
37,Billie Eilish,Halley's Comet,446712,2021-08-01
38,Masked Wolf,Astronaut In The Ocean,441376,2021-08-01
39,Olivia Rodrigo,happier,439561,2021-08-01
40,Olivia Rodrigo,"jealousy, jealousy",436350,2021-08-01
41,Billie Eilish,my future,433764,2021-08-01
42,Olivia Rodrigo,brutal,410905,2021-08-01
43,Billie Eilish,GOLDWING,406527,2021-08-01
44,Surf Curse,Freaks,406376,2021-08-01
45,The Weeknd,Blinding Lights,399319,2021-08-01
46,DaBaby,Ball If I Want To,392596,2021-08-01
47,Billie Eilish,Male Fantasy,391318,2021-08-01
48,Billie Eilish,Therefore I Am,390140,2021-08-01
49,Billie Eilish,Your Power,388560,2021-08-01
50,Trippie Redd,Miss The Rage (feat. Playboi Carti),383290,2021-08-01
51,BTS,Butter,374574,2021-08-01
52,Giveon,Heartbreak Anniversary,374102,2021-08-01
53,"Cochise, $NOT",Tell Em,372354,2021-08-01
54,Måneskin,I WANNA BE YOUR SLAVE,369187,2021-08-01
55,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,368305,2021-08-01
56,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),363783,2021-08-01
57,The Neighbourhood,Sweater Weather,355255,2021-08-01
58,Billie Eilish,OverHeated,352074,2021-08-01
59,PinkPantheress,Pain,347805,2021-08-01
60,DaBaby,Red Light Green Light,338993,2021-08-01
61,Marshmello,Leave Before You Love Me (with Jonas Brothers),334267,2021-08-01
62,Isaiah Rashad,From The Garden (feat. Lil Uzi Vert),329654,2021-08-01
63,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),327291,2021-08-01
64,BTS,Permission to Dance,325023,2021-08-01
65,Billie Eilish,Everybody Dies,324663,2021-08-01
66,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,318606,2021-08-01
67,"Bad Bunny, Jhay Cortez",DÁKITI,317405,2021-08-01
68,Kali Uchis,telepatía,316468,2021-08-01
69,Doja Cat,Woman,315286,2021-08-01
70,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),312627,2021-08-01
71,Polo G,Martin & Gina,311637,2021-08-01
72,Post Malone,Circles,311075,2021-08-01
73,24kGoldn,Mood (feat. iann dior),309612,2021-08-01
74,Machine Gun Kelly,my ex's best friend (with blackbear),309411,2021-08-01
75,Billie Eilish,Not My Responsibility,307789,2021-08-01
76,Doja Cat,Streets,307287,2021-08-01
77,ZeXzy,My Mind,304995,2021-08-01
78,Harry Styles,Watermelon Sugar,299817,2021-08-01
79,Bo Burnham,Bezos I,299814,2021-08-01
80,Saweetie,Best Friend (feat. Doja Cat),298444,2021-08-01
81,"Nelly, Florida Georgia Line",Lil Bit,295774,2021-08-01
82,SZA,Good Days,295575,2021-08-01
83,Camila Cabello,Don't Go Yet,290075,2021-08-01
84,J. Cole,No Role Modelz,289672,2021-08-01
85,The Kid LAROI,WITHOUT YOU,289443,2021-08-01
86,Fleetwood Mac,Dreams - 2004 Remaster,283772,2021-08-01
87,Doja Cat,Get Into It (Yuh),280176,2021-08-01
88,Farruko,Pepas,279813,2021-08-01
89,Cardi B,Up,277605,2021-08-01
90,Roddy Ricch,late at night,276529,2021-08-01
91,The Kid LAROI,STILL CHOSE YOU (feat. Mustard),274306,2021-08-01
92,"Lil Tjay, 6LACK",Calling My Phone,271636,2021-08-01
93,Olivia Rodrigo,enough for you,271310,2021-08-01
94,Juice WRLD,All Girls Are The Same,269990,2021-08-01
95,J. Cole,m y . l i f e (with 21 Savage & Morray),269261,2021-08-01
96,Juice WRLD,Wishing Well,267683,2021-08-01
97,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",263693,2021-08-01
98,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,262768,2021-08-01
99,Moneybagg Yo,Wockesha,262373,2021-08-01
100,Juice WRLD,Lucid Dreams,262281,2021-08-01
101,The Killers,Mr. Brightside,261175,2021-08-01
102,Tai Verdes,A-O-K,261134,2021-08-01
103,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,260715,2021-08-01
104,Juice WRLD,Come & Go (with Marshmello),256572,2021-08-01
105,Lil Tecca,NEVER LEFT,256514,2021-08-01
106,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),255737,2021-08-01
107,Morgan Wallen,Whiskey Glasses,254203,2021-08-01
108,Luke Combs,Forever After All,253668,2021-08-01
109,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),253124,2021-08-01
110,DaBaby,ROCKSTAR (feat. Roddy Ricch),252704,2021-08-01
111,"Trippie Redd, Lil Uzi Vert",Holy Smokes,250829,2021-08-01
112,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",250444,2021-08-01
113,Pop Smoke,Bout A Million (feat. 42 Dugg & 21 Savage),250090,2021-08-01
114,Mac Miller,The Spins,249761,2021-08-01
115,"Young Stoner Life, Young Thug, Gunna",Solid (feat. Drake),248535,2021-08-01
116,Drake,Laugh Now Cry Later (feat. Lil Durk),246779,2021-08-01
117,Cardi B,WAP (feat. Megan Thee Stallion),245008,2021-08-01
118,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",244088,2021-08-01
119,Lil Uzi Vert,20 Min,241638,2021-08-01
120,Normani,Wild Side (feat. Cardi B),241272,2021-08-01
121,Dan + Shay,Glad You Exist,239175,2021-08-01
122,"Jason Aldean, Carrie Underwood",If I Didn't Love You,238630,2021-08-01
123,Isaiah Rashad,RIP Young,238274,2021-08-01
124,The Neighbourhood,Daddy Issues,238209,2021-08-01
125,Bella Poarch,Build a Bitch,236508,2021-08-01
126,Pop Smoke,What You Know Bout Love,235913,2021-08-01
127,Roddy Ricch,The Box,235590,2021-08-01
128,Bo Burnham,Welcome to the Internet,234561,2021-08-01
129,"J Balvin, Maria Becerra",Qué Más Pues?,232870,2021-08-01
130,Yot Club,YKWIM?,232775,2021-08-01
131,The Weeknd,Save Your Tears,232011,2021-08-01
132,Olivia Rodrigo,"1 step forward, 3 steps back",231249,2021-08-01
133,Juice WRLD,Robbery,230323,2021-08-01
134,Cage The Elephant,Cigarette Daydreams,230287,2021-08-01
135,Chris Stapleton,Tennessee Whiskey,227115,2021-08-01
136,Travis Scott,goosebumps,225267,2021-08-01
137,BØRNS,Electric Love,224950,2021-08-01
138,Zac Brown Band,Chicken Fried,223561,2021-08-01
139,Lil Mosey,Blueberry Faygo,223467,2021-08-01
140,Beach House,Space Song,222052,2021-08-01
141,Pop Smoke,Dior,219895,2021-08-01
142,Polo G,GANG GANG (with Lil Wayne),219891,2021-08-01
143,Isaiah Rashad,Headshots (4r Da Locals),219227,2021-08-01
144,Grouplove,Tongue Tied,218822,2021-08-01
145,Drake,What’s Next,218636,2021-08-01
146,"Joyner Lucas, Lil Baby",Ramen & OJ,218392,2021-08-01
147,Journey,Don't Stop Believin',218182,2021-08-01
148,Pooh Shiesty,Back In Blood (feat. Lil Durk),217374,2021-08-01
149,Morgan Wallen,Wasted On You,217071,2021-08-01
150,Conan Gray,Heather,216002,2021-08-01
151,"Mora, Bad Bunny, Sech",Volando - Remix,213993,2021-08-01
152,Dua Lipa,Don't Start Now,213748,2021-08-01
153,Lewis Capaldi,Someone You Loved,213386,2021-08-01
154,Joji,SLOW DANCING IN THE DARK,212993,2021-08-01
155,Neon Trees,Everybody Talks,212791,2021-08-01
156,Nirvana,Smells Like Teen Spirit,212552,2021-08-01
157,Bruno Mars,Talking to the Moon,212218,2021-08-01
158,Lil Uzi Vert,XO Tour Llif3,211957,2021-08-01
159,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),209863,2021-08-01
160,Polo G,No Return (with The Kid LAROI & Lil Durk),209803,2021-08-01
161,Luke Combs,Beautiful Crazy,209259,2021-08-01
162,Morgan Wallen,More Than My Hometown,208312,2021-08-01
163,SoFaygo,Knock Knock,205524,2021-08-01
164,Ariana Grande,positions,205277,2021-08-01
165,Tame Impala,The Less I Know The Better,205123,2021-08-01
166,"Lil Baby, Lil Durk",Hats Off (feat. Travis Scott),205014,2021-08-01
167,Isaiah Rashad,Wat U Sed (feat. Iamdoechii & Kal Banx),204937,2021-08-01
168,blackbear,hot girl bummer,204329,2021-08-01
169,"Slicktor Victor, MiiaDiiviine",Kings & Queens,203833,2021-08-01
170,XXXTENTACION,Jocelyn Flores,203514,2021-08-01
171,J. Cole,She Knows (feat. Amber Coffman & Cults),203045,2021-08-01
172,"Travis Scott, HVME",Goosebumps - Remix,202568,2021-08-01
173,Arctic Monkeys,505,202391,2021-08-01
174,Tate McRae,you broke me first,201526,2021-08-01
175,Future,Life Is Good (feat. Drake),200823,2021-08-01
176,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),200391,2021-08-01
177,J. Cole,Work Out,199866,2021-08-01
178,Isaiah Rashad,Lay Wit Ya (feat. Duke Deuce),199671,2021-08-01
179,Vance Joy,Riptide,199567,2021-08-01
180,Olivia Rodrigo,hope ur ok,197723,2021-08-01
181,Darius Rucker,Wagon Wheel,197588,2021-08-01
182,42 Dugg,4 Da Gang (with Roddy Ricch),196862,2021-08-01
183,The Weeknd,The Hills,196631,2021-08-01
184,"Kane Brown, blackbear",Memory,196221,2021-08-01
185,Conan Gray,People Watching,195949,2021-08-01
186,Mitski,Washing Machine Heart,195023,2021-08-01
187,"Blueface, Og Bobby Billions",Outside (Better Days),194602,2021-08-01
188,Luke Combs,When It Rains It Pours,194547,2021-08-01
189,Billie Eilish,lovely (with Khalid),194435,2021-08-01
190,Jack Harlow,Tyler Herro,192600,2021-08-01
191,The Kid LAROI,GO (feat. Juice WRLD),191890,2021-08-01
192,Isaiah Rashad,Claymore (feat. Smino),191145,2021-08-01
193,Luke Combs,Beer Never Broke My Heart,191054,2021-08-01
194,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",190979,2021-08-01
195,Lewis Capaldi,Before You Go,190045,2021-08-01
196,Dua Lipa,Love Again,190022,2021-08-01
197,Queen,Bohemian Rhapsody - Remastered 2011,189198,2021-08-01
198,Morgan Wallen,Chasin' You,188411,2021-08-01
199,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),188331,2021-08-01
200,The Kid LAROI,STAY (with Justin Bieber),1993968,2021-08-02
201,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1837825,2021-08-02
202,Billie Eilish,Happier Than Ever,1600373,2021-08-02
203,Olivia Rodrigo,good 4 u,1326899,2021-08-02
204,Doja Cat,Kiss Me More (feat. SZA),1024060,2021-08-02
205,Doja Cat,Ain't Shit,844579,2021-08-02
206,Doja Cat,Need to Know,843343,2021-08-02
207,Lil Nas X,MONTERO (Call Me By Your Name),819416,2021-08-02
208,Glass Animals,Heat Waves,814176,2021-08-02
209,Ed Sheeran,Bad Habits,813883,2021-08-02
210,Måneskin,Beggin',813763,2021-08-02
211,Dua Lipa,Levitating (feat. DaBaby),773450,2021-08-02
212,Polo G,RAPSTAR,761394,2021-08-02
213,Olivia Rodrigo,traitor,748938,2021-08-02
214,Sleepy Hallow,2055,721589,2021-08-02
215,Olivia Rodrigo,deja vu,711619,2021-08-02
216,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,651739,2021-08-02
217,Billie Eilish,NDA,614281,2021-08-02
218,Billie Eilish,Getting Older,593817,2021-08-02
219,Billie Eilish,Oxytocin,580639,2021-08-02
220,Drake,Wants and Needs (feat. Lil Baby),575889,2021-08-02
221,Billie Eilish,Billie Bossa Nova,574732,2021-08-02
222,Post Malone,Motley Crew,558464,2021-08-02
223,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),556476,2021-08-02
224,Megan Thee Stallion,Thot Shit,550802,2021-08-02
225,Billie Eilish,I Didn't Change My Number,545053,2021-08-02
226,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,538405,2021-08-02
227,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),534667,2021-08-02
228,Billie Eilish,Lost Cause,521608,2021-08-02
229,Walker Hayes,Fancy Like,510487,2021-08-02
230,Olivia Rodrigo,favorite crime,509183,2021-08-02
231,Olivia Rodrigo,drivers license,497550,2021-08-02
232,Smiley,Over The Top (feat. Drake),487844,2021-08-02
233,Billie Eilish,my future,480840,2021-08-02
234,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),480735,2021-08-02
235,"Doja Cat, The Weeknd",You Right,477820,2021-08-02
236,Billie Eilish,Halley's Comet,477759,2021-08-02
237,Bad Bunny,Yonaguni,473887,2021-08-02
238,Olivia Rodrigo,happier,455366,2021-08-02
239,Olivia Rodrigo,"jealousy, jealousy",449230,2021-08-02
240,Rauw Alejandro,Todo De Ti,446368,2021-08-02
241,Olivia Rodrigo,brutal,437432,2021-08-02
242,Masked Wolf,Astronaut In The Ocean,432802,2021-08-02
243,Billie Eilish,GOLDWING,432175,2021-08-02
244,DaBaby,Ball If I Want To,426241,2021-08-02
245,Surf Curse,Freaks,425800,2021-08-02
246,Billie Eilish,Male Fantasy,423619,2021-08-02
247,Billie Eilish,Therefore I Am,420120,2021-08-02
248,Billie Eilish,Your Power,418831,2021-08-02
249,The Weeknd,Blinding Lights,412559,2021-08-02
250,Trippie Redd,Miss The Rage (feat. Playboi Carti),403922,2021-08-02
251,BTS,Butter,399030,2021-08-02
252,Giveon,Heartbreak Anniversary,390771,2021-08-02
253,"Cochise, $NOT",Tell Em,389572,2021-08-02
254,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,388455,2021-08-02
255,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),383843,2021-08-02
256,Måneskin,I WANNA BE YOUR SLAVE,381428,2021-08-02
257,The Neighbourhood,Sweater Weather,371723,2021-08-02
258,Billie Eilish,OverHeated,368246,2021-08-02
259,Marshmello,Leave Before You Love Me (with Jonas Brothers),354791,2021-08-02
260,DaBaby,Red Light Green Light,353426,2021-08-02
261,PinkPantheress,Pain,350160,2021-08-02
262,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),349307,2021-08-02
263,BTS,Permission to Dance,345628,2021-08-02
264,Doja Cat,Woman,341496,2021-08-02
265,Billie Eilish,Everybody Dies,340498,2021-08-02
266,Machine Gun Kelly,my ex's best friend (with blackbear),332717,2021-08-02
267,Polo G,Martin & Gina,330243,2021-08-02
268,Kali Uchis,telepatía,329179,2021-08-02
269,Billie Eilish,Not My Responsibility,326547,2021-08-02
270,Post Malone,Circles,325410,2021-08-02
271,24kGoldn,Mood (feat. iann dior),325250,2021-08-02
272,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),320721,2021-08-02
273,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,320246,2021-08-02
274,Doja Cat,Streets,315982,2021-08-02
275,The Kid LAROI,WITHOUT YOU,314144,2021-08-02
276,Camila Cabello,Don't Go Yet,312954,2021-08-02
277,SZA,Good Days,312619,2021-08-02
278,"Nelly, Florida Georgia Line",Lil Bit,311725,2021-08-02
279,Harry Styles,Watermelon Sugar,308102,2021-08-02
280,Bo Burnham,Bezos I,308079,2021-08-02
281,"Bad Bunny, Jhay Cortez",DÁKITI,306463,2021-08-02
282,J. Cole,No Role Modelz,302295,2021-08-02
283,Doja Cat,Get Into It (Yuh),301845,2021-08-02
284,Isaiah Rashad,From The Garden (feat. Lil Uzi Vert),299340,2021-08-02
285,Olivia Rodrigo,enough for you,295301,2021-08-02
286,Saweetie,Best Friend (feat. Doja Cat),293924,2021-08-02
287,Roddy Ricch,late at night,291004,2021-08-02
288,J. Cole,m y . l i f e (with 21 Savage & Morray),290682,2021-08-02
289,Tai Verdes,A-O-K,286618,2021-08-02
290,Juice WRLD,All Girls Are The Same,283797,2021-08-02
291,"Lil Tjay, 6LACK",Calling My Phone,283511,2021-08-02
292,Juice WRLD,Wishing Well,281929,2021-08-02
293,Juice WRLD,Come & Go (with Marshmello),278653,2021-08-02
294,Cardi B,Up,278246,2021-08-02
295,Juice WRLD,Lucid Dreams,276472,2021-08-02
296,Fleetwood Mac,Dreams - 2004 Remaster,274993,2021-08-02
297,Pop Smoke,Bout A Million (feat. 42 Dugg & 21 Savage),274559,2021-08-02
298,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",273165,2021-08-02
299,Farruko,Pepas,272304,2021-08-02
300,Lil Tecca,NEVER LEFT,271881,2021-08-02
301,Jack Harlow,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",270217,2021-08-02
302,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),268147,2021-08-02
303,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",266221,2021-08-02
304,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),266109,2021-08-02
305,Luke Combs,Forever After All,265435,2021-08-02
306,Moneybagg Yo,Wockesha,265310,2021-08-02
307,"Trippie Redd, Lil Uzi Vert",Holy Smokes,265076,2021-08-02
308,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,264519,2021-08-02
309,The Killers,Mr. Brightside,263554,2021-08-02
310,The Kid LAROI,STILL CHOSE YOU (feat. Mustard),263427,2021-08-02
311,Dan + Shay,Glad You Exist,262979,2021-08-02
312,"Young Stoner Life, Young Thug, Gunna",Solid (feat. Drake),261420,2021-08-02
313,"Jason Aldean, Carrie Underwood",If I Didn't Love You,259653,2021-08-02
314,DaBaby,ROCKSTAR (feat. Roddy Ricch),258193,2021-08-02
315,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,254963,2021-08-02
316,Mac Miller,The Spins,253012,2021-08-02
317,Drake,Laugh Now Cry Later (feat. Lil Durk),252666,2021-08-02
318,Lil Uzi Vert,20 Min,251756,2021-08-02
319,The Neighbourhood,Daddy Issues,251216,2021-08-02
320,Olivia Rodrigo,"1 step forward, 3 steps back",250916,2021-08-02
321,Morgan Wallen,Whiskey Glasses,247353,2021-08-02
322,Bo Burnham,Welcome to the Internet,246348,2021-08-02
323,Bella Poarch,Build a Bitch,246231,2021-08-02
324,Juice WRLD,Robbery,245427,2021-08-02
325,The Weeknd,Save Your Tears,245102,2021-08-02
326,Yot Club,YKWIM?,244602,2021-08-02
327,Pop Smoke,What You Know Bout Love,243508,2021-08-02
328,Cage The Elephant,Cigarette Daydreams,242634,2021-08-02
329,Normani,Wild Side (feat. Cardi B),242248,2021-08-02
330,Roddy Ricch,The Box,242102,2021-08-02
331,BØRNS,Electric Love,242039,2021-08-02
332,"Joyner Lucas, Lil Baby",Ramen & OJ,237136,2021-08-02
333,Lewis Capaldi,Someone You Loved,236520,2021-08-02
334,Travis Scott,goosebumps,234465,2021-08-02
335,"Lil Baby, Lil Durk",Hats Off (feat. Travis Scott),234241,2021-08-02
336,Conan Gray,Heather,233827,2021-08-02
337,Polo G,GANG GANG (with Lil Wayne),233467,2021-08-02
338,Beach House,Space Song,232527,2021-08-02
339,Drake,What’s Next,232177,2021-08-02
340,"J Balvin, Maria Becerra",Qué Más Pues?,230750,2021-08-02
341,Lil Mosey,Blueberry Faygo,230597,2021-08-02
342,Isaiah Rashad,RIP Young,229451,2021-08-02
343,Cardi B,WAP (feat. Megan Thee Stallion),229255,2021-08-02
344,Pop Smoke,Dior,228872,2021-08-02
345,Grouplove,Tongue Tied,228027,2021-08-02
346,Tate McRae,you broke me first,227874,2021-08-02
347,Polo G,No Return (with The Kid LAROI & Lil Durk),225754,2021-08-02
348,Joji,SLOW DANCING IN THE DARK,224800,2021-08-02
349,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),224325,2021-08-02
350,Neon Trees,Everybody Talks,224168,2021-08-02
351,Pooh Shiesty,Back In Blood (feat. Lil Durk),224070,2021-08-02
352,Bruno Mars,Talking to the Moon,223467,2021-08-02
353,Morgan Wallen,Wasted On You,223454,2021-08-02
354,J. Cole,She Knows (feat. Amber Coffman & Cults),222463,2021-08-02
355,Dua Lipa,Don't Start Now,222251,2021-08-02
356,Nirvana,Smells Like Teen Spirit,221808,2021-08-02
357,Isaiah Rashad,Headshots (4r Da Locals),221133,2021-08-02
358,Conan Gray,People Watching,220445,2021-08-02
359,"Kane Brown, blackbear",Memory,220315,2021-08-02
360,Ariana Grande,positions,220310,2021-08-02
361,Jack Harlow,Tyler Herro,220129,2021-08-02
362,Lil Uzi Vert,XO Tour Llif3,219774,2021-08-02
363,XXXTENTACION,Jocelyn Flores,218096,2021-08-02
364,"Mora, Bad Bunny, Sech",Volando - Remix,217223,2021-08-02
365,Olivia Rodrigo,hope ur ok,215926,2021-08-02
366,Luke Combs,Beautiful Crazy,214854,2021-08-02
367,blackbear,hot girl bummer,214272,2021-08-02
368,SoFaygo,Knock Knock,213990,2021-08-02
369,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),213979,2021-08-02
370,Billie Eilish,lovely (with Khalid),213889,2021-08-02
371,Lewis Capaldi,Before You Go,213652,2021-08-02
372,Morgan Wallen,More Than My Hometown,212287,2021-08-02
373,Chris Stapleton,Tennessee Whiskey,211454,2021-08-02
374,Journey,Don't Stop Believin',210949,2021-08-02
375,Arctic Monkeys,505,210901,2021-08-02
376,J. Cole,Work Out,209780,2021-08-02
377,Tame Impala,The Less I Know The Better,208028,2021-08-02
378,Future,Life Is Good (feat. Drake),207814,2021-08-02
379,The Weeknd,The Hills,207542,2021-08-02
380,42 Dugg,4 Da Gang (with Roddy Ricch),207249,2021-08-02
381,"Travis Scott, HVME",Goosebumps - Remix,205810,2021-08-02
382,Zac Brown Band,Chicken Fried,204899,2021-08-02
383,Vance Joy,Riptide,204752,2021-08-02
384,The Kid LAROI,GO (feat. Juice WRLD),204343,2021-08-02
385,"Kelsea Ballerini, LANY",I Quit Drinking,204198,2021-08-02
386,Sarah Cothran,As the World Caves In,204036,2021-08-02
387,Eminem,Godzilla (feat. Juice WRLD),203121,2021-08-02
388,Isaiah Rashad,Wat U Sed (feat. Iamdoechii & Kal Banx),203052,2021-08-02
389,Dua Lipa,Love Again,202030,2021-08-02
390,Mitski,Washing Machine Heart,201568,2021-08-02
391,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",200895,2021-08-02
392,Juice WRLD,Bandit (with YoungBoy Never Broke Again),199967,2021-08-02
393,Offset,Ric Flair Drip (with Metro Boomin),198764,2021-08-02
394,BTS,Dynamite,198334,2021-08-02
395,Taylor Swift,august,198236,2021-08-02
396,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),197149,2021-08-02
397,Bo Burnham,All Eyes On Me,196886,2021-08-02
398,Ryan Hurd,Chasing After You (with Maren Morris),196553,2021-08-02
399,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),196519,2021-08-02
400,The Kid LAROI,STAY (with Justin Bieber),2032745,2021-08-03
401,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),1858024,2021-08-03
402,Billie Eilish,Happier Than Ever,1688143,2021-08-03
403,Olivia Rodrigo,good 4 u,1336641,2021-08-03
404,"Aventura, Bad Bunny",Volví,1215433,2021-08-03
405,Doja Cat,Kiss Me More (feat. SZA),1030505,2021-08-03
406,Doja Cat,Need to Know,856635,2021-08-03
407,Doja Cat,Ain't Shit,847827,2021-08-03
408,Lil Nas X,MONTERO (Call Me By Your Name),825075,2021-08-03
409,Glass Animals,Heat Waves,821091,2021-08-03
410,Ed Sheeran,Bad Habits,808043,2021-08-03
411,Måneskin,Beggin',804176,2021-08-03
412,Polo G,RAPSTAR,777521,2021-08-03
413,Dua Lipa,Levitating (feat. DaBaby),773925,2021-08-03
414,Olivia Rodrigo,traitor,754855,2021-08-03
415,Sleepy Hallow,2055,719065,2021-08-03
416,Olivia Rodrigo,deja vu,714963,2021-08-03
417,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,601392,2021-08-03
418,Drake,Wants and Needs (feat. Lil Baby),597154,2021-08-03
419,Billie Eilish,NDA,570383,2021-08-03
420,Post Malone,Motley Crew,564855,2021-08-03
421,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),561920,2021-08-03
422,Megan Thee Stallion,Thot Shit,557149,2021-08-03
423,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),537068,2021-08-03
424,Bad Bunny,Yonaguni,519820,2021-08-03
425,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,516905,2021-08-03
426,Olivia Rodrigo,favorite crime,514247,2021-08-03
427,Walker Hayes,Fancy Like,512140,2021-08-03
428,Billie Eilish,Getting Older,509942,2021-08-03
429,Billie Eilish,Oxytocin,508309,2021-08-03
430,Billie Eilish,Billie Bossa Nova,503872,2021-08-03
431,Olivia Rodrigo,drivers license,497759,2021-08-03
432,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),485187,2021-08-03
433,Rauw Alejandro,Todo De Ti,483921,2021-08-03
434,"Doja Cat, The Weeknd",You Right,483506,2021-08-03
435,Smiley,Over The Top (feat. Drake),471967,2021-08-03
436,Billie Eilish,I Didn't Change My Number,470837,2021-08-03
437,Billie Eilish,Lost Cause,467027,2021-08-03
438,Olivia Rodrigo,happier,461452,2021-08-03
439,Olivia Rodrigo,"jealousy, jealousy",453270,2021-08-03
440,Olivia Rodrigo,brutal,436951,2021-08-03
441,Masked Wolf,Astronaut In The Ocean,436390,2021-08-03
442,DaBaby,Ball If I Want To,436387,2021-08-03
443,Surf Curse,Freaks,428284,2021-08-03
